size,time,resolution
513.0,2800.0,171.875
514.0,2800.0,178.125
515.0,2850.0,181.25
516.0,2900.0,178.125
517.0,2900.0,190.625
518.0,2900.0,175.0
519.0,2850.0,181.25
520.0,2900.0,184.375
521.0,2750.0,175.0
522.0,2900.0,200.0
523.0,2800.0,187.5
524.0,2900.0,203.125
525.0,2900.0,178.125
526.0,2900.0,181.25
527.0,2900.0,171.875
528.0,2700.0,171.875
529.0,2900.0,187.5
530.0,2900.0,181.25
531.0,2800.0,193.75
532.0,2650.0,171.875
533.0,2900.0,193.75
534.0,2900.0,190.625
535.0,3000.0,168.75
536.0,2900.0,187.5
537.0,2800.0,190.625
538.0,2950.0,221.875
539.0,2950.0,184.375
540.0,2900.0,178.125
541.0,2900.0,184.375
542.0,2800.0,175.0
543.0,2900.0,171.875
544.0,2900.0,181.25
545.0,2800.0,184.375
546.0,2900.0,196.875
547.0,2900.0,171.875
548.0,2900.0,178.125
549.0,3000.0,187.5
550.0,3100.0,200.0
551.0,2900.0,212.5
552.0,2900.0,181.25
553.0,3000.0,190.625
554.0,3000.0,168.75
555.0,2950.0,193.75
556.0,2900.0,181.25
557.0,2950.0,165.625
558.0,2950.0,196.875
559.0,2950.0,190.625
560.0,3000.0,184.375
561.0,3000.0,181.25
562.0,3000.0,181.25
563.0,3000.0,181.25
564.0,2900.0,187.5
565.0,3100.0,187.5
566.0,3000.0,178.125
567.0,3000.0,190.625
568.0,2900.0,193.75
569.0,3050.0,215.625
570.0,3100.0,196.875
571.0,3000.0,196.875
572.0,2900.0,190.625
573.0,3050.0,206.25
574.0,3000.0,196.875
575.0,3000.0,206.25
576.0,3000.0,200.0
577.0,3100.0,184.375
578.0,3000.0,187.5
579.0,3100.0,187.5
580.0,3000.0,187.5
581.0,3100.0,193.75
582.0,3050.0,190.625
583.0,3100.0,178.125
584.0,3000.0,193.75
585.0,3000.0,175.0
586.0,3100.0,184.375
587.0,3000.0,168.75
588.0,3100.0,168.75
589.0,3200.0,200.0
590.0,3100.0,178.125
591.0,3100.0,190.625
592.0,3100.0,190.625
593.0,3000.0,187.5
594.0,3050.0,178.125
595.0,3100.0,196.875
596.0,3100.0,168.75
597.0,3100.0,187.5
598.0,3100.0,206.25
599.0,3250.0,193.75
600.0,3150.0,184.375
601.0,3150.0,203.125
602.0,3200.0,187.5
603.0,3050.0,184.375
604.0,3100.0,178.125
605.0,3100.0,181.25
606.0,3200.0,206.25
607.0,3200.0,184.375
608.0,3000.0,193.75
609.0,3050.0,171.875
610.0,3100.0,196.875
611.0,3100.0,187.5
612.0,3100.0,190.625
613.0,3150.0,181.25
614.0,3200.0,187.5
615.0,3250.0,206.25
616.0,3100.0,181.25
617.0,3200.0,196.875
618.0,3100.0,187.5
619.0,3200.0,178.125
620.0,3100.0,171.875
621.0,3100.0,175.0
622.0,3100.0,181.25
623.0,3200.0,181.25
624.0,3200.0,193.75
625.0,3300.0,190.625
626.0,3200.0,196.875
627.0,3150.0,193.75
628.0,3200.0,184.375
629.0,3200.0,181.25
630.0,3100.0,184.375
631.0,3200.0,178.125
632.0,3200.0,181.25
633.0,3200.0,184.375
634.0,3100.0,171.875
635.0,3200.0,178.125
636.0,3200.0,178.125
637.0,3200.0,184.375
638.0,3150.0,190.625
639.0,3150.0,175.0
640.0,3250.0,193.75
641.0,3300.0,187.5
642.0,3200.0,178.125
643.0,3200.0,200.0
644.0,3200.0,187.5
645.0,3300.0,190.625
646.0,3250.0,175.0
647.0,3300.0,181.25
648.0,3300.0,196.875
649.0,3300.0,190.625
650.0,3300.0,171.875
651.0,3300.0,178.125
652.0,3200.0,187.5
653.0,3250.0,184.375
654.0,3300.0,171.875
655.0,3200.0,187.5
656.0,3200.0,196.875
657.0,3200.0,193.75
658.0,3300.0,203.125
659.0,3300.0,184.375
660.0,3000.0,190.625
661.0,3300.0,184.375
662.0,3300.0,193.75
663.0,3300.0,190.625
664.0,3300.0,181.25
665.0,3300.0,175.0
666.0,3250.0,184.375
667.0,3500.0,190.625
668.0,3450.0,196.875
669.0,3400.0,187.5
670.0,3350.0,175.0
671.0,3200.0,190.625
672.0,3200.0,193.75
673.0,3300.0,178.125
674.0,3300.0,175.0
675.0,3300.0,184.375
676.0,3300.0,196.875
677.0,3400.0,187.5
678.0,3400.0,187.5
679.0,3300.0,190.625
680.0,3300.0,184.375
681.0,3300.0,187.5
682.0,3300.0,184.375
683.0,3300.0,181.25
684.0,3300.0,162.5
685.0,3300.0,190.625
686.0,3400.0,190.625
687.0,3400.0,181.25
688.0,3400.0,190.625
689.0,3350.0,193.75
690.0,3350.0,181.25
691.0,3350.0,175.0
692.0,3300.0,181.25
693.0,3300.0,187.5
694.0,3500.0,196.875
695.0,3400.0,181.25
696.0,3350.0,178.125
697.0,3400.0,209.375
698.0,3450.0,190.625
699.0,3400.0,196.875
700.0,3400.0,178.125
701.0,3400.0,196.875
702.0,3400.0,184.375
703.0,3400.0,184.375
704.0,3400.0,200.0
705.0,3400.0,181.25
706.0,3400.0,193.75
707.0,3350.0,178.125
708.0,3500.0,184.375
709.0,3400.0,190.625
710.0,3500.0,187.5
711.0,3400.0,190.625
712.0,3250.0,178.125
713.0,3450.0,184.375
714.0,3400.0,181.25
715.0,3500.0,215.625
716.0,3500.0,293.75
717.0,3450.0,212.5
718.0,3300.0,178.125
719.0,3300.0,171.875
720.0,3550.0,187.5
721.0,3400.0,200.0
722.0,3450.0,184.375
723.0,3500.0,196.875
724.0,3500.0,178.125
725.0,3450.0,193.75
726.0,3400.0,175.0
727.0,3500.0,190.625
728.0,3400.0,196.875
729.0,3500.0,187.5
730.0,3500.0,190.625
731.0,3500.0,181.25
732.0,3450.0,196.875
733.0,3600.0,196.875
734.0,3500.0,190.625
735.0,3500.0,187.5
736.0,3400.0,165.625
737.0,3500.0,178.125
738.0,3600.0,165.625
739.0,3500.0,184.375
740.0,3500.0,187.5
741.0,3400.0,181.25
742.0,3600.0,184.375
743.0,3150.0,187.5
744.0,3400.0,171.875
745.0,3500.0,184.375
746.0,3400.0,171.875
747.0,3500.0,175.0
748.0,3450.0,196.875
749.0,3500.0,187.5
750.0,3600.0,190.625
751.0,3600.0,187.5
752.0,3300.0,187.5
753.0,3500.0,165.625
754.0,3600.0,218.75
755.0,3650.0,178.125
756.0,3600.0,178.125
757.0,3100.0,153.125
758.0,3550.0,178.125
759.0,3550.0,212.5
760.0,3650.0,181.25
761.0,3550.0,196.875
762.0,3650.0,187.5
763.0,3700.0,184.375
764.0,3600.0,190.625
765.0,3100.0,181.25
766.0,3100.0,137.5
767.0,3100.0,162.5
768.0,3600.0,168.75
769.0,3100.0,193.75
770.0,3700.0,206.25
771.0,3650.0,178.125
772.0,3650.0,209.375
773.0,3600.0,221.875
