size,time,resolution
659,1480.0,73.125
660,1480.0,73.125
661,1480.0,73.75
662,1480.0,80.0
663,1480.0,75.0
664,1480.0,77.5
665,1480.0,75.625
666,1481.0,78.125
667,1520.0,76.25
668,1520.0,75.0
669,1520.0,80.0
670,1520.0,77.5
671,1480.0,78.125
672,1520.0,75.625
673,1520.0,78.75
674,1520.0,72.5
675,1520.0,78.75
676,1520.0,78.75
677,1520.0,79.375
678,1520.0,78.75
679,1520.0,78.125
680,1520.0,76.875
681,1520.0,78.125
682,1560.0,76.875
683,1520.0,76.25
684,1520.0,77.5
685,1520.0,74.375
686,1520.0,75.0
687,1520.0,75.625
688,1520.0,75.625
689,1520.0,245.625
690,1520.0,77.5
691,1520.0,74.375
692,1560.0,73.125
693,1520.0,76.25
694,1560.0,74.375
695,1560.0,77.5
696,1560.0,76.875
697,1560.0,76.25
698,1560.0,78.125
699,1560.0,77.5
700,1560.0,75.625
701,1560.0,77.5
702,1560.0,76.875
703,1560.0,76.25
704,1560.0,79.375
705,1560.0,79.375
706,1600.0,78.125
707,1560.0,79.375
708,1560.0,78.75
709,1560.0,75.0
710,1560.0,72.5
711,1560.0,79.375
712,1600.0,75.625
713,1560.5,76.25
714,1600.0,80.625
715,1560.0,73.125
716,1620.0,78.125
717,1600.0,78.125
718,1600.0,75.015625
719,1600.0,77.5
720,1600.0,75.625
721,1600.0,76.875
722,1600.0,77.5
723,1600.0,76.25
724,1600.0,76.875
725,1600.0,80.625
726,1600.0,76.25
727,1600.0,75.625
728,1640.0,77.5
729,1600.0,77.5
730,1600.0,76.25
731,1600.0,78.125
732,1640.0,75.625
733,1620.5,75.625
734,1600.0,75.625
735,1640.0,78.75
736,1600.5,75.0
737,1640.0,73.75
738,1640.0,74.375
739,1640.0,76.25
740,1640.0,75.625
741,1640.0,78.125
742,1640.0,76.875
743,1640.0,76.25
744,1640.0,74.375
745,1640.0,73.75
746,1640.0,71.890625
747,1640.0,75.0
748,1640.0,76.875
749,1640.0,75.0
750,1640.0,72.5
751,1680.0,74.375
752,1640.0,76.265625
753,1640.0,78.125
754,1640.0,76.25
755,1640.0,73.125
756,1640.0,75.0
757,1680.0,75.0
758,1640.0,77.515625
759,1640.0,76.265625
760,1680.0,75.0
761,1680.0,75.625
762,1680.0,78.75
763,1680.0,74.375
764,1640.0,78.125
765,1680.0,76.25
766,1680.0,77.5
767,1680.0,76.875
768,1680.0,77.5
769,1680.0,75.625
770,1680.0,78.75
771,1680.0,76.25
772,1680.5,78.125
773,1680.0,74.375
774,1680.0,80.625
775,1680.0,77.5
776,1680.0,75.0
777,1680.0,78.140625
778,1720.0,76.25
779,1680.0,72.5
780,1680.0,76.875
781,1720.0,75.0
782,1720.0,79.375
783,1720.0,75.0
784,1720.0,77.5
785,1720.0,78.125
786,1720.0,75.640625
787,1720.0,76.875
788,1720.0,76.875
789,1720.0,76.25
790,1720.0,75.0
791,1720.0,79.375
792,1720.0,75.0
793,1720.0,76.875
794,1720.0,72.5
795,1720.0,76.875
796,1720.0,75.625
797,1720.0,77.5
798,1760.0,73.75
799,1760.0,76.875
800,1720.0,73.75
